POST_ID,POST_TOPIC_TAGS,POST_CROP_TAGS,POST_TYPE
7fd67291-5d0d-4d35-a645-982e223104b1,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""cotton""
  ]
]",infographic
a6977bb9-6116-4ea7-9226-25d06d220f10,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""tomato""
  ]
]",content
b2bd95a7-b13d-4edd-ba0d-20f0d3be76db,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Orange""
  ]
]",content
cb96f5ca-4526-4c44-b2ca-5a709c8dd756,[],"[
  [
    ""Saffron""
  ]
]",infographic
321f50b8-18e1-44b8-91af-1bff505159bd,"[
  [
    ""Success Story""
  ]
]",[],content
5d6c6739-121a-45a8-9de3-3bb1c94a2bce,[],"[
  [
    ""Satavar""
  ]
]",content
7e962548-4e61-4726-ad39-fe0a876c4fd8,"[
  [
    ""animal husbandry""
  ]
]",[],content
f04c0420-8d66-4f70-97b2-825d48acc0eb,"[
  [
    ""Success Story"",
    ""seeds""
  ]
]","[
  [
    ""Wheat""
  ]
]",content
280f32e8-528a-4b3d-bb60-0f4b03100501,"[
  [
    ""Mandi Rates""
  ]
]",[],video
fa6befbf-6cfc-4060-9678-68df671549da,"[
  [
    ""Mandi Rates""
  ]
]",[],video
3a3765aa-6a92-47f6-b098-5df5a8eab8e1,"[
  [
    ""Agriculture News""
  ]
]",[],content
e591d06a-0349-473f-a4f3-e29dcec4be02,"[
  [
    ""Agriculture News""
  ]
]",[],content
b9e2e688-095b-492f-925a-d1a35df02a52,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""Coriander""
  ]
]",infographic
081ff6bf-acb5-4683-b98d-5b5533673150,[],"[
  [
    ""Arbi""
  ]
]",content
16da9644-a1f3-4d69-ba9f-b59fc1b018a7,"[
  [
    ""goat farming""
  ]
]",[],content
fc795f53-833e-4771-882b-a570334f7e55,"[
  [
    ""Agriculture News""
  ]
]",[],content
b2de8c9b-fcf0-4d23-a924-a300037eaff2,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
d5241c96-80e6-40db-91bd-c8d3c7eb9c17,"[
  [
    ""Mandi Rates""
  ]
]",[],video
9a9111ac-c26f-481a-a47d-cc7a402a7414,"[
  [
    ""Agriculture News""
  ]
]",[],content
783bf0c1-5189-4346-8c96-0d0bce6a18c0,"[
  [
    ""Mandi Rates""
  ]
]",[],video
3c842d3c-abf1-4811-8295-59c23ea0964c,[],"[
  [
    ""Arbi""
  ]
]",content
0c6c7554-1e98-4a51-8b36-553c9fc79fc5,"[
  [
    ""Weather Report""
  ]
]",[],video
510bd49c-45bd-4cd4-9005-46b71d3191c1,"[
  [
    ""farm machinery"",
    ""Krishify""
  ]
]",[],infographic
b5879ca7-86cc-4fd3-8f36-b9cbffee1226,"[
  [
    ""Agriculture News""
  ]
]",[],video
b86c380e-d9a3-4509-b05c-e5e77bd87156,"[
  [
    ""Agriculture News""
  ]
]",[],content
0bb04131-1ebd-4ee1-aa64-1c4ebe5d9f5f,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Millet""
  ]
]",infographic
9bc082b4-2c09-4f56-9163-c6d338270493,[],"[
  [
    ""Pineapple""
  ]
]",content
18a039ae-3d21-4d65-bc5c-e0c78af4e94b,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""Mustard""
  ]
]",infographic
845a950e-8a21-447f-aa5f-53691a1d7932,"[
  [
    ""seeds""
  ]
]","[
  [
    ""Guava""
  ]
]",video
abce9002-3f62-4007-98f4-827a59666e25,"[
  [
    ""seeds""
  ]
]","[
  [
    ""moong""
  ]
]",content
e6cb3dd3-441c-4c7f-9ef8-eb7c773c1b8a,"[
  [
    ""animal husbandry""
  ]
]",[],content
af611cfc-b282-47f5-99dd-abd2d55404cc,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""onion"",
    ""Garlic""
  ]
]",infographic
cc27f956-4bbd-489d-897c-aabe43f1230a,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""brinjal""
  ]
]",infographic
439eda4c-1acc-4b2a-8cc5-6d9a74174881,"[
  [
    ""Agriculture News""
  ]
]",[],content
9fdf8fa7-55ab-45c2-993b-75d797eb7486,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Sugarcane""
  ]
]",content
393c3265-f6da-46ac-9a62-bc614274d259,[],"[
  [
    ""Barseem""
  ]
]",content
a9761335-c542-4a73-bfb1-87b58866157c,"[
  [
    ""buy-sell"",
    ""Fasal Protection""
  ]
]",[],infographic
0277b407-c7ae-41e6-8d8d-651e01b7e774,[],"[
  [
    ""Masoor Dal""
  ]
]",content
afa04e10-d523-4ed7-9fb3-7ed38585895b,"[
  [
    ""Agriculture News"",
    ""poultry farming""
  ]
]",[],content
6e82d7dc-ee0c-4d5c-935d-8f17f273649f,"[
  [
    ""Success Story""
  ]
]",[],content
ad55cebc-c9d3-4061-8cdb-1af2d001f017,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
e4076e7a-d6c9-4bf0-9953-1277bb89be01,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
e1ee39ba-2dd3-424d-b6a9-b5190e4a57ea,"[
  [
    ""Agriculture News""
  ]
]",[],content
ebf7a977-fcb4-4dda-9f03-2576fb858db2,"[
  [
    ""Agriculture News""
  ]
]",[],content
3191edb8-b693-4c26-93fc-7719eb39bd05,[],"[
  [
    ""chilli""
  ]
]",infographic
26209a9d-f011-4a45-9668-39a9ff271e33,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""onion""
  ]
]",content
9ec799c2-9f4e-40b7-818b-8251e3866d20,"[
  [
    ""Mandi Rates""
  ]
]",[],video
9677ec27-aa4f-48e8-9490-a7d5a2285ed6,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""Maithi""
  ]
]",infographic
91403240-7786-46db-8645-179fd2e6cd0b,"[
  [
    ""Agriculture News""
  ]
]",[],content
81f93c00-78f4-4642-926e-b34a77762d13,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""Gram""
  ]
]",infographic
41643f32-4232-4915-bc3e-baef0514704f,"[
  [
    ""buy-sell"",
    ""animal husbandry""
  ]
]",[],video
e45180ec-6341-41e3-8a71-065721600d3e,[],"[
  [
    ""Karela""
  ]
]",content
f50eeff7-bbde-47d3-a11d-1b7f0451e0dc,"[
  [
    ""poultry farming""
  ]
]",[],content
ab9ee473-9870-47bc-8e0e-40bab96e7f92,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Fennel""
  ]
]",video
375fe415-34fc-4c01-be14-d5ae4de66688,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""peanut""
  ]
]",content
9d9c9eeb-016e-42e8-b216-2792069f71fc,"[
  [
    ""Agriculture News"",
    ""animal husbandry""
  ]
]",[],content
42872f25-cc83-427e-9a33-92a650d95aa7,"[
  [
    ""poultry farming""
  ]
]",[],infographic
390be3e5-794c-4b55-846e-37d697fac97d,"[
  [
    ""Organic Fertilizer"",
    ""buy-sell""
  ]
]",[],infographic
666137c0-52a1-43f6-861b-90608b8b0c57,"[
  [
    ""animal husbandry""
  ]
]",[],content
55e1c137-fb9c-45ae-b33d-baf3138fdde6,"[
  [
    ""Agriculture News""
  ]
]",[],content
d6f5c2a0-862b-4c4d-8daf-2c2ac0505bd5,"[
  [
    ""Fasal Protection""
  ]
]",[],infographic
10801d8b-4939-4cb1-a912-f7a270883dbd,"[
  [
    ""buy-sell"",
    ""Animal Feed""
  ]
]",[],infographic
3d8b541b-bde7-4f0b-8705-c8c4167982ea,[],"[
  [
    ""Cucumber""
  ]
]",infographic
84c08cc0-bf6b-4ac4-9cef-3851d69d60d5,"[
  [
    ""Agriculture News""
  ]
]",[],content
e30518fd-0b72-4791-beed-7aae44431161,[],"[
  [
    ""Rose""
  ]
]",infographic
90ab170d-128b-4c81-9326-2dcccb181fb2,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
79f062bc-d317-4607-9550-911b5e3eb59e,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""chilli""
  ]
]",infographic
3018b485-e586-4aed-a0e2-f52291dafea5,"[
  [
    ""seeds""
  ]
]","[
  [
    ""Anaar""
  ]
]",content
07fce089-58ab-4eea-a1c9-381dff492367,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
05e262bc-a8f5-48ab-b91e-7961ffe6baea,"[
  [
    ""Mandi Rates""
  ]
]",[],video
12c53770-776f-477f-a611-facfb42844d1,[],"[
  [
    ""Mushroom""
  ]
]",content
08d21076-92a7-40d2-a4e9-def017289447,[],"[
  [
    ""Opium""
  ]
]",video
c83d9329-44bf-4864-ac69-cd05c0c80628,[],"[
  [
    ""Wheat""
  ]
]",content
ef0ab791-0b6f-4fca-b72e-1c2f5142c27d,"[
  [
    ""Success Story""
  ]
]",[],content
2d4b26d0-7439-47ce-8dff-1a45e4485dbd,"[
  [
    ""Fertilizer""
  ]
]","[
  [
    ""Mustard""
  ]
]",content
3913e483-be2f-4c0c-94f8-9093d5801c5a,"[
  [
    ""animal husbandry"",
    ""buy-sell"",
    ""Animal Feed""
  ]
]",[],infographic
db523677-e47d-4385-bc19-b52d8901bd76,"[
  [
    ""Agriculture News""
  ]
]",[],content
180c2287-4ccf-4567-ac25-431e788c03fb,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
881b3e29-56fe-4b57-b2ab-0328ce86fd6c,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""brinjal""
  ]
]",video
7f37e7b3-864b-404e-9b97-8c1de3224a16,"[
  [
    ""Agriculture News""
  ]
]",[],content
3fd83162-9462-4b70-bf5d-a0206fa76c2d,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""cotton""
  ]
]",content
96a9751b-1f9b-43b1-b31e-3e0cc844b467,"[
  [
    ""Mandi Rates""
  ]
]",[],video
318e11e7-a92b-473e-a7d8-4d98eda6c71f,"[
  [
    ""Agriculture News""
  ]
]",[],content
93b333a8-92c4-48d8-9cbb-abf42822149f,"[
  [
    ""Organic Fertilizer""
  ]
]",[],content
906dcf22-cf16-4373-a76f-1fae3f0da56e,"[
  [
    ""Fertilizer""
  ]
]",[],content
09a30034-97ed-4ac0-ab91-769dfe1bf249,"[
  [
    ""Agriculture News""
  ]
]",[],content
3f9f18d8-1ee7-4d76-98e7-b4e2002c84f1,"[
  [
    ""quiz""
  ]
]",[],infographic
e6b49786-50b6-49a0-a1e9-32db8f19bdd1,"[
  [
    ""farm machinery""
  ]
]",[],content
807f7632-848a-47bb-96f6-96b173732bd6,"[
  [
    ""irrigation""
  ]
]","[
  [
    ""Wheat""
  ]
]",content
10d6b449-32e1-49a5-ae36-20dafa41ef70,"[
  [
    ""Agriculture News""
  ]
]",[],content
6ddb3ac4-9e92-4326-af44-74412975c017,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Ginger""
  ]
]",content
5f781d19-92c7-4c01-84f9-b5c04a107217,"[
  [
    ""Animal Feed"",
    ""animal husbandry"",
    ""buy-sell""
  ]
]",[],infographic
40507588-ed63-4a0e-9c5c-c2afa0cfa443,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""lady finger (okra)""
  ]
]",infographic
e9844f69-b01e-4380-92e9-1887c4bd8478,"[
  [
    ""subsidy"",
    ""Drip Irrigation"",
    ""Government Schemes"",
    ""irrigation""
  ]
]",[],video
07bbd46a-0906-46c2-a1f5-e3624734aade,"[
  [
    ""Agriculture News""
  ]
]",[],video
a78f3bda-1ada-4a9d-8ca2-a4c262cdbf18,"[
  [
    ""Agriculture News""
  ]
]",[],content
3d1d4773-53f5-41ad-8eff-abd8cdcba9ea,"[
  [
    ""weed management""
  ]
]","[
  [
    ""onion""
  ]
]",content
ebf99f34-4f9d-4865-a436-ba5622debefb,"[
  [
    ""discussion""
  ]
]",[],infographic
cca056f3-7390-4e44-9fd8-31e3c6733e08,[],"[
  [
    ""cauliflower""
  ]
]",content
94549fc1-e35d-4bfd-bd74-c592f03de291,"[
  [
    ""animal husbandry"",
    ""Animal Feed""
  ]
]",[],content
7c394925-4f54-4005-ad2b-63415f0ef988,"[
  [
    ""Success Story""
  ]
]",[],content
72b8e196-f0f2-4a34-9b69-efe0c5dde8a5,[],"[
  [
    ""Capsicum""
  ]
]",content
29e9fa92-ee3f-4d84-a084-ade7bc06ffce,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
24c7a7c1-53ea-47d8-b304-d544cd6a73be,"[
  [
    ""quiz""
  ]
]",[],infographic
3d9a25d0-6f79-410f-8279-773b3ec1ea02,"[
  [
    ""animal husbandry""
  ]
]",[],content
4029be35-2388-4ee3-9ae4-37374b20cea8,"[
  [
    ""Mandi Rates""
  ]
]",[],video
61769f47-87b6-4a09-bdc2-ae023056da91,"[
  [
    ""Agriculture News""
  ]
]",[],content
e07415a8-02c4-4791-bbfe-1451b2b02df3,[],"[
  [
    ""Ajola""
  ]
]",video
1b20ed34-0d5d-4971-b4dd-05b232631094,[],"[
  [
    ""Garlic""
  ]
]",content
8d2dc7c0-1657-4965-800e-a740b42f2c33,"[
  [
    ""buy-sell"",
    ""farm machinery""
  ]
]",[],infographic
6a045199-bdff-432f-bfaa-3100f02a0172,"[
  [
    ""New Farming Techniques"",
    ""Poly House""
  ]
]",[],video
21880aba-1dad-4fb8-9fdf-592013950f5e,"[
  [
    ""animal husbandry"",
    ""animal protection""
  ]
]",[],content
8e5feded-92aa-4853-a4fa-0f07653c944c,"[
  [
    ""seeds"",
    ""Agriculture News""
  ]
]",[],content
e64975d1-17a2-4e1b-9803-ba6af8891a45,"[
  [
    ""seeds""
  ]
]","[
  [
    ""Gram""
  ]
]",infographic
b2125650-cd22-4e80-b1c8-08fc9adcf6a3,"[
  [
    ""Success Story""
  ]
]",[],content
b59e8fc0-5b53-4b63-a6cc-c2db1b0d8613,"[
  [
    ""quiz""
  ]
]",[],infographic
ae4fda03-ffd4-4e56-b069-114f53046b2b,"[
  [
    ""quiz""
  ]
]",[],infographic
98509038-03df-4d73-9031-9bd213a84000,"[
  [
    ""quiz""
  ]
]",[],infographic
5313cc25-e0d5-4ffe-bcc0-6c68cc357e4c,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""lady finger (okra)""
  ]
]",content
7ba39ec7-04c6-4fac-a79b-3570cce2d46f,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Cucumber""
  ]
]",content
835e4633-e2d4-4602-a1dc-889ed91fcacd,"[
  [
    ""irrigation"",
    ""Fertilizer""
  ]
]","[
  [
    ""Mustard""
  ]
]",video
a41f1a25-fc1e-4662-9c16-0acf84050a5d,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""cotton""
  ]
]",content
ced1b6c7-e6fd-415a-b0d1-b340df349386,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
86d547a0-a3c5-4111-8901-1acd59cf85a9,"[
  [
    ""quiz""
  ]
]",[],infographic
cac60077-545f-4124-ba70-61f929deaf1b,"[
  [
    ""quiz""
  ]
]",[],infographic
429fe6df-0025-44bd-99c2-3203712b9162,"[
  [
    ""quiz""
  ]
]",[],infographic
03ebcd66-549e-489d-9ce6-7a082e7bf2f0,[],"[
  [
    ""tomato""
  ]
]",infographic
5eaa7b70-de1b-4e47-a716-6adc363626d8,"[
  [
    ""farm machinery""
  ]
]","[
  [
    ""Garlic""
  ]
]",video
6e9c4c97-c456-4188-9a6c-c7886b7e271c,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Maize""
  ]
]",content
140990b4-4106-4230-9979-76a50ae3b779,[],"[
  [
    ""brinjal""
  ]
]",content
eee4564e-6e71-45c7-bdb3-a4b4228b083f,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""potato""
  ]
]",infographic
74c06891-dfad-4833-a0e3-3bc1ed8284ea,"[
  [
    ""Piggery""
  ]
]",[],content
b993edf8-40e0-4095-88e5-3d3a365bcbf5,"[
  [
    ""Agriculture News""
  ]
]",[],content
14b7d495-a1ad-49cb-9456-534721f4cfc4,"[
  [
    ""Fertilizer""
  ]
]",[],content
c25d52e7-1ac7-4217-b56d-3a44b044a9eb,"[
  [
    ""Agriculture News""
  ]
]",[],video
dd7fe27d-818c-4d8f-8700-2019356655d8,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Spinach""
  ]
]",video
d6428f38-db4c-4f97-aef6-25d3c3ee4f16,"[
  [
    ""poultry farming""
  ]
]",[],content
711e8589-162b-4b5d-8fa9-9593b5ca0fd0,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Banana""
  ]
]",content
24f544ab-76e9-464e-b4a9-19e07e2d13f6,[],"[
  [
    ""onion""
  ]
]",content
dd2c5ca4-8903-447a-b457-2b3a7a4f2e53,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""paddy (rice)""
  ]
]",infographic
c654d619-2e9d-4c16-9dd4-5d1b7f0a743e,"[
  [
    ""dairy farming""
  ]
]",[],content
7315e2b5-a84b-47b8-9b18-ef7c879c3399,"[
  [
    ""Agriculture News""
  ]
]",[],content
a0431d86-dccc-4aba-b427-299e8d1eefc8,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""paddy (rice)""
  ]
]",content
72d00ce3-0f4f-4d35-a040-b11da1724623,[],"[
  [
    ""Papaya""
  ]
]",infographic
5f18e285-1d69-42a3-8263-01ea62756ad0,"[
  [
    ""Agriculture News""
  ]
]",[],content
c83357fd-a802-49ca-80b2-7eedbe8b2240,"[
  [
    ""Agriculture News""
  ]
]",[],content
542db791-ad3c-4b75-99af-4e768948b59c,"[
  [
    ""goat farming""
  ]
]",[],content
4fdbf10f-3aec-4f50-ac67-67b07e25175e,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""potato""
  ]
]",content
0525eb60-e145-4b79-9c82-1776c2e7cb78,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Mustard""
  ]
]",video
bd59bc16-919c-44e3-af6c-a9bba1408bf0,"[
  [
    ""Mandi Rates""
  ]
]",[],video
f123a7a0-2d6d-4433-812f-81c48715762c,"[
  [
    ""Agriculture News""
  ]
]",[],video
4049fe96-1e95-4c13-ae41-b0505a91ed60,"[
  [
    ""weed management""
  ]
]","[
  [
    ""paddy (rice)""
  ]
]",video
a96b2a3e-0305-40d3-bca8-bea7a72022fe,"[
  [
    ""Agriculture News""
  ]
]",[],content
240baa00-734d-4add-a9c9-72f4656fab39,"[
  [
    ""Success Story""
  ]
]",[],content
71d4d07a-ee9a-4d2e-8c05-8cea2a842b3a,"[
  [
    ""animal husbandry""
  ]
]",[],content
e147a4c0-2630-4f95-99e7-9783d290ccda,[],"[
  [
    ""cumin""
  ]
]",content
3573a6b7-fa08-4276-9f0e-9a4090b48837,"[
  [
    ""New Farming Techniques""
  ]
]","[
  [
    ""Straberi""
  ]
]",content
e024ec61-2c0f-4294-b42c-82596b5d34e5,"[
  [
    ""goat farming""
  ]
]",[],content
c40ada32-bfe9-4fbb-aa23-0dff8c6599d4,"[
  [
    ""Fertilizer""
  ]
]","[
  [
    ""Anaar""
  ]
]",infographic
e51d18ed-f2fe-464a-af9b-7fe537603cfe,"[
  [
    ""irrigation""
  ]
]",[],content
4afb0906-f073-40e1-975d-cbc5b8c7c9f7,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""potato""
  ]
]",content
89f2d109-1bc0-4306-938a-9db8948e0d2f,"[
  [
    ""animal husbandry""
  ]
]",[],content
f239ec41-c9d4-4a8f-b15d-556d75c040f1,"[
  [
    ""Agriculture News"",
    ""seeds""
  ]
]","[
  [
    ""tomato""
  ]
]",content
7bd61cdd-2f38-4c8e-888d-3da47369978d,[],"[
  [
    ""potato""
  ]
]",infographic
465dad2e-68ad-4a07-9013-e215fa54c452,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""paddy (rice)""
  ]
]",video
648ff2cb-d5e0-495c-ac81-80416dac9543,[],"[
  [
    ""potato""
  ]
]",content
8642899a-8984-45cf-9179-95eace197ad7,"[
  [
    ""Animal Feed"",
    ""animal husbandry""
  ]
]",[],content
dcd33849-d170-4794-8879-fb822a034802,[],"[
  [
    ""bottle gourd"",
    ""Karela""
  ]
]",infographic
20893cbd-abbb-44a1-902d-a0765a7fd66b,"[
  [
    ""Agriculture News""
  ]
]",[],video
aa90d7f2-7cc0-4b25-b5c3-82525385fd4b,"[
  [
    ""Success Story""
  ]
]",[],content
8efae534-efa4-402d-95aa-ef0e10a27b68,"[
  [
    ""Success Story""
  ]
]",[],content
07d564a0-2e7f-4a01-aec6-b0bf4bdfa751,"[
  [
    ""seeds""
  ]
]","[
  [
    ""bottle gourd""
  ]
]",content
e4d43d9c-2396-4eac-985d-99911223e150,"[
  [
    ""animal husbandry""
  ]
]",[],content
0d4db00a-5884-4287-811f-30fca09865ee,"[
  [
    ""Agriculture News""
  ]
]",[],video
78964742-ada7-4608-ac86-1a94a7a5751e,"[
  [
    ""seeds"",
    ""Agriculture News""
  ]
]","[
  [
    ""Mustard""
  ]
]",content
68cc57b5-299e-4c4e-b57f-1b690df3c804,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Millet""
  ]
]",video
80a2bd25-f01a-4625-acb1-ea44574cc596,"[
  [
    ""Fertilizer""
  ]
]",[],video
92abbdf5-3efa-4326-9c0d-d2ac2b16aa45,"[
  [
    ""buy-sell"",
    ""Animal Feed""
  ]
]",[],infographic
0aef4581-1561-425c-b3f3-711ec365c05b,"[
  [
    ""Agriculture News""
  ]
]",[],content
9a0d5011-3d6c-4e32-8761-51adbffb743d,"[
  [
    ""Success Story""
  ]
]",[],content
447280b7-9036-482f-b88b-2034fd7cf14f,"[
  [
    ""Agriculture News""
  ]
]",[],content
863aa3ce-a8a3-4010-af9c-2c8f75629332,"[
  [
    ""poultry farming""
  ]
]",[],infographic
e60cc9b2-6ef1-4b2f-83c5-819fc6f26976,"[
  [
    ""Agriculture News""
  ]
]",[],content
95f69a8e-21f9-42bf-992a-fabaaf87f4c4,"[
  [
    ""seeds""
  ]
]","[
  [
    ""Mustard""
  ]
]",video
f5ef7bae-f764-4e62-a686-65dfaf1c6034,"[
  [
    ""Agriculture News""
  ]
]",[],content
1391aa4f-e685-4b77-b8f5-1c2bf4987309,"[
  [
    ""Agriculture News""
  ]
]",[],video
0afea70a-cd12-435f-b328-3f2ec74b164b,[],"[
  [
    ""lady finger (okra)""
  ]
]",infographic
1eb6da8b-c8c4-4862-95a3-a175a6df284b,"[
  [
    ""Success Story""
  ]
]",[],content
17cada97-151c-460f-9ba8-5a8ac296508b,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Coriander""
  ]
]",content
f8dd827d-8d00-4ca4-89f7-b7c1f0945a1b,[],"[
  [
    ""Ajola""
  ]
]",content
f8b5a5c2-1011-4169-bef9-0ef1be85cdd5,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""Mustard""
  ]
]",infographic
98ed1f6f-60ef-43fd-bcb3-526562ad478e,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""onion"",
    ""lady finger (okra)"",
    ""brinjal""
  ]
]",content
1093a050-d5b4-4a2f-874f-148da6769a72,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""chilli""
  ]
]",content
98261503-2774-4a8a-9d7d-c078d87025a4,"[
  [
    ""Krishify""
  ]
]","[
  [
    ""Tobacco""
  ]
]",infographic
0b220c2f-418b-47b7-ba02-2e5da485ea5c,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""Mustard""
  ]
]",infographic
0ee2e84e-8936-4311-9670-3d737ccf59ad,"[
  [
    ""Today Tips""
  ]
]","[
  [
    ""onion""
  ]
]",infographic
c692ae17-b8d7-4e26-9e85-b58b61aea2d3,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""cotton""
  ]
]",content
3370a5f6-3e13-40af-bb7e-961fbb2f8a7c,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""tomato""
  ]
]",content
b03314f2-e315-4e38-b858-11597845d547,"[
  [
    ""goat farming""
  ]
]",[],content
511dab49-0e46-4b30-88ca-1b8a7ab73e70,"[
  [
    ""Agriculture News""
  ]
]",[],video
af7d9a91-d3ce-4cca-a4a4-c8f2522805ac,"[
  [
    ""Organic Farming""
  ]
]",[],infographic
4c840ccc-b478-4e84-8930-5dcb9b8da7c9,[],"[
  [
    ""Guava""
  ]
]",content
e57d6ecb-716c-4b1e-860f-084b6e8ca611,"[
  [
    ""weed management""
  ]
]","[
  [
    ""Mustard""
  ]
]",infographic
28927d09-3bff-49b6-8a69-b84634ec76cc,"[
  [
    ""animal husbandry""
  ]
]",[],infographic
eb8cb73a-aa6b-4a61-a05b-f281597eebaa,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""lady finger (okra)""
  ]
]",content
a3796d49-1720-425c-938b-1d21217e8e0b,"[
  [
    ""weed management""
  ]
]","[
  [
    ""onion""
  ]
]",infographic
a45ae4cb-e5ef-4c15-8b30-20b5273cb182,"[
  [
    ""quiz""
  ]
]",[],infographic
532b6129-0fd8-4ead-b734-a2505bd1e0f4,[],"[
  [
    ""moong""
  ]
]",infographic
4c0542b0-0e67-4a07-84bf-49d1a1f954df,"[
  [
    ""seeds""
  ]
]","[
  [
    ""tomato"",
    ""brinjal""
  ]
]",content
f786e047-ed02-4db3-8237-3bac33e16f91,"[
  [
    ""quiz""
  ]
]",[],infographic
9bd951a7-564d-41d8-8844-9e040b3bf148,"[
  [
    ""weed management""
  ]
]","[
  [
    ""Mint""
  ]
]",video
2a62bb7d-8138-452b-b8f6-06416e03236e,"[
  [
    ""Agriculture News""
  ]
]",[],content
164a5dec-d287-4226-afc2-eaa0ac81177e,"[
  [
    ""horticulture""
  ]
]",[],infographic
4cffbd66-a102-4da4-9186-49e4f8f8feac,[],"[
  [
    ""Mushroom""
  ]
]",infographic
80ca2c66-97da-4c69-8899-e8e3c62694bb,"[
  [
    ""Mandi Rates""
  ]
]",[],video
03bd0623-bc18-4192-99aa-06df774c97cc,"[
  [
    ""horticulture""
  ]
]",[],infographic
74628693-f433-49d7-a0e2-391253accd77,"[
  [
    ""Agriculture News""
  ]
]","[
  [
    ""mango""
  ]
]",content
85c3149d-e275-4744-ac23-677e7fef7f57,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Guava""
  ]
]",content
13c6a97a-6934-4e26-96e2-0f26c2c5c80b,"[
  [
    ""Agriculture News""
  ]
]",[],content
27a640e4-8f1d-419c-9855-f3aeb1beae9e,"[
  [
    ""fish farming""
  ]
]",[],content
d1d80f56-1528-4718-9952-ced41ef0ad39,"[
  [
    ""Agriculture News""
  ]
]",[],content
304e0f5a-1fd0-4f6a-85ee-cb5f160e09f5,[],"[
  [
    ""Rose""
  ]
]",video
455f434a-d910-4aa9-9496-f588d443e327,"[
  [
    ""discussion""
  ]
]",[],infographic
01f93b23-12a8-43f1-bdc6-be8045a29705,"[
  [
    ""poultry farming"",
    ""goat farming"",
    ""animal husbandry"",
    ""fish farming""
  ]
]",[],infographic
9a8e60d9-40ca-46bf-963d-5060c9ef3291,"[
  [
    ""Fasal Protection""
  ]
]","[
  [
    ""Wheat""
  ]
]",content
b87b1ec9-7edd-4bf1-aca2-f3467bd8b3bc,[],"[
  [
    ""Mustard""
  ]
]",content
29940ac3-fe51-4d7b-bd39-4d51ea43cb77,[],"[
  [
    ""Rose""
  ]
]",content
bf6741bd-6367-4f01-a786-994cb5235a95,"[
  [
    ""animal husbandry""
  ]
]",[],content
bf1e999d-9ec9-4624-a633-2df94642b89f,"[
  [
    ""Agriculture News""
  ]
]",[],content
8342f091-09fd-46a3-b766-6d8ba281056d,"[
  [
    ""weed management""
  ]
]","[
  [
    ""Til""
  ]
]",content
